문제	카테고리
1919	01000100000000000000000000000000000000000000000000000004
1920	00001000000000100000000000000100000000000000000000000007
1922	00010000000000000000000000000000000000000010000000000012
1924	01000000000000000000000000000000000000000000000000000005
1925	01000000001000000000000000000000000000000000000000000006
1926	00010000100000010010000000000000000000000000000000000010
1927	00001000000000000000000000000010000000000000000000000009
1929	10000000000100000000000000000000001000010000000000000008
1930	11000000000000000000000000000000000000000000000000000013
1931	00000010010000000000000000000000000000000000000000000009
1932	00100000000000000000000000000000000000000000000000000010
1933	00001000000000000000000000000110000000000000000000000015
1934	10000000000100000000000000000000000000000001000000000006
1935	00001000000000000000000000000001000000000000000000000008
1937	00110000100000000010000000000000000000000000000000000013
1938	01010000100000010000000000000000000000000000000000000014
1939	00011000100000110000000000100000000000000000000000000012
1940	00000000010000000000000000000000010000000000000000000007
1941	00010001100000010010000001000000000000000000000000000013
1942	11000100000000000100000000000000000000000000000000000004
1943	00100000000000000000000000000000000000000100000000000013
1944	00010000100000010000000000000000000000000010000000000014
1945	00000000010000000000000000000000000000000000000000000015
1946	00000010010000000000000000000000000000000000000000000010
1947	10100000000000000001000000000000000000000000000000000014
1948	00010000100000000000000000000000000000000000001000000016
1949	00100000000010000000000000000000100000000000000000000014
1951	10000000000000000000000000000000000000000000000000000008
1952	11000000000000000000000000000000000000000000000000000004
1953	00010000100000010010000000000000000000000000000000000011
1954	00000001000000000000000000000000000000000000000000000013
1955	00100000000000000000000000000000000000000000000000000014
1956	00010000000000000000000000000000000000000000000100000012
1958	00100100000000000000000000000000000000000000000000000013
1959	10000000000000000000000000000000000000000000000000000013
1960	00000010010000000000000000000000000000000000000000000013
1963	10010000100100010000000000000000001000010000000000000012
1964	10000000000000000000000000000000000000000000000000000003
1965	00100000000000000000000000000000000000000000000000000009
1966	01001000000000000100000000000000000000000000000000010008
1967	00010000100010000010000000000000000000000000000000000012
1969	01000101000000000000000000000000000000000000000000000006
1970	00100000000000000000000000000000000000000000000000000016
1972	01001100000000000000000000001000000000000000000000000008
1974	00000000000000000000000000000000000000000000000000100016
1975	10000000000100000000000000000000000000000000000000000003
1976	00011000100000000000000000100000000000000000000000000012
1977	11000001000000000000000000000000000000000000000000000005
1978	10000000000100000000000000000000001000010000000000000007
1979	10000000000000000000000000000000000000000000000000000016
1980	01000001000000000000000000000000000000000000000000000007
1981	00010000100000110000000000000000000000000000000000000015
1982	00100000000000000000000000000000000000000100000000000017
1983	00100000000000000000000000000000000000000000000000000014
1985	00000001000000000000000000000000000000000000000000000007
1986	01000000000000000000000000000000000000000000000000000009
1987	00010000100000000010000001000000000000000000000000000012
1988	00100000000000000000000000000000000000000000000000000012
1989	00001000000001000000010000010001000000000000000000000016
1990	10000000000100000000000000000000001000010000000000000011
1991	00000000000010000000000000000000000001000000000000000010
1992	00000000000000000000000000010000000001000000000000000010
1994	00101000010000100000000000000000000000000000000000000016
1996	01000000000000000000000000000000000000000000000000000005
1997	01000000000000000100000000000000000000000000000000000010
1998	00101001000000000000010000011000000000000000000000000015
1999	00001000000001000000000000000000000000000000000001000017
2001	00010000100000010000000100000000000000000000000000000015
2002	01001100000000000000000000001000000000000000000000000010
2003	00000000000000000000000000000000010000000000000000000008
2004	10000000000100000000000000000000000000000000000000000009
2006	00000100000000000000000000000000000000000000000000000012
2007	10000000010000000000100001000000000000000000000000000017
2008	00100000000000000000000000000000000000000000000000000016
2010	11000000000000001000000000000000000000000000000000000003
2011	00100000000000000000000000000000000000000000000000000011
2012	00000010010000000000000000000000000000000000000000000008
2013	00001000001000000000000000100000000000000000000000000012
2014	10001000000100000000000000000010000000000000000000000015
2015	00001000000000000000010000000100000000000000000000000011
2016	01000001000000000100000000000000000000000000000000000010
2018	10000000000000000000000000000000010000000000000000000006
2019	00011000101000010010000000001100000000000000000000000013
2020	00000100000000000000000000000000000000000000010000000016
2021	00010000100000010000000000000000000000000000000000000015
2022	10000000001000100000000000000000000000000000000000000010
2023	10000000000100000000000001000000001000000000000000000011
2024	00000010010000000000000000000000000000000000000000000013
2026	00000000000000000000000001000000000000000000000000000013
2028	10000000000000000000000000000000000000000000000000000004
2029	01000000000000000000000000000000000000000000000000000006
2031	00100000000000100000000000000000000000000000000000000014
2033	11000000000000000000000000000000000000000000000000000005
2034	01000000000000000000000000000000000000000000000000000006
2036	00000010010000000000000000000000000000000000000000000010
2037	01000100000000000000000000000000000000000000000000000004
2038	10100000000000000000000000000000000000000000000000000014
2042	00001000000001000000000000000000000000000000000000000015
2044	01000000010000000000000000000000000000000000000000000012
2045	01000000000000000000000000000000000000000000000000000012
2047	00010000000000000000000000000000000000000000000000000017
2052	10000000000000000000000000000000000000000000000000000004
2055	10000000000000000000000000000000000000000000000000000015
2056	00110000000000000000000000000000000000000000001000000012
2057	10000000000000000000000000000000000000000000000000000006
2058	00100000000010000000000000000000100000000000000000000013
2061	00000001000000000000000000000000000000000000000000000003
2063	00000000010000000000000000000000000000000000000000000008
2064	01000000000000000000000100000000000000000000000000000013
2065	01001000000000000000000000000000000000000000000000010015
2066	00100000000000000000000000000000000000000000000000000015
2069	00000000010000000000000000000000000000000000000000000015
2070	00000110000000000000000000000000000000000000000000000015
2072	01000000000000000000000000000000000000000000000000000009
2073	00100000000000000000000000000000000000000100000000000012
2074	00010000100000010000000000000000000000000000000000000015
2075	00001000010000000000000000000010000000000000000000000011
2078	10000000000010000000000000000000000000000000000000000008
2079	00100000000000000000000000000000000000000000000000000015
