,pId,category
4769,12605,18B
4770,12606,51B
4771,12607,51B
4772,12608,51B
4773,12609,38P
4774,12615,11G
4775,12621,1G
4776,12622,36P
4777,12629,33S
4778,12630,33P
4779,12637,30S
4780,12638,30S
4781,12639,4S
4782,12640,4S
4783,12641,11S
4784,12642,19G
4785,12643,37G
4786,12644,37G
4787,12645,33B
4788,12646,32G
4789,12649,11B
4790,12650,4G
4791,12653,52S
4792,12654,52G
4793,12655,7S
4794,12656,7G
4795,12657,35S
4796,12658,35S
4797,12659,19S
4798,12660,19S
4799,12661,11G
4800,12663,10G
4801,12665,11P
4802,12679,17G
4803,12680,60G
4804,12681,4S
4805,12682,53P
4806,12683,4S
4807,12684,4G
4808,12687,11G
4809,12688,6G
4810,12691,38S
4811,12693,10P
4812,12697,1G
4813,12698,1P
4814,12701,19G
4815,12703,37S
4816,12704,60G
4817,12705,11S
4818,12706,39G
4819,12709,51S
4820,12710,43P
4821,12711,15S
4822,12712,15S
4823,12713,48S
4824,12714,48G
4825,12715,19S
4826,12716,21P
4827,12717,11S
4828,12718,39S
4829,12719,22S
4830,12720,22P
4831,12721,2S
4832,12722,57P
4833,12723,31S
4834,12724,15S
4835,12725,11S
4836,12726,33S
4837,12727,4G
4838,12729,51S
4839,12730,51S
4840,12731,57G
4841,12732,57G
4842,12738,20G
4843,12739,2S
4844,12741,21P
4845,12742,4P
4846,12744,64G
4847,12745,37P
4848,12747,69G
4849,12749,1P
4850,12755,55S
4851,12756,41B
4852,12757,17G
4853,12758,48P
4854,12759,2B
4855,12760,54S
4856,12761,1S
4857,12762,19G
4858,12763,9G
4859,12764,57G
4860,12767,17G
4861,12776,33P
4862,12778,2B
4863,12779,65S
4864,12780,3B
4865,12781,12G
4866,12782,30S
4867,12783,48G
4868,12784,34G
4869,12785,19G
4870,12786,19G
4871,12787,51S
4872,12788,15S
4873,12789,13S
4874,12790,41B
4875,12791,2B
4876,12792,39S
4877,12793,10G
4878,12796,56G
4879,12803,2S
4880,12813,3B
4881,12825,6G
4882,12833,4B
4883,12834,58G
4884,12835,6G
4885,12836,2B
4886,12837,21G
4887,12839,43P
4888,12840,41B
4889,12841,11S
4890,12842,2S
4891,12845,33S
4892,12846,21P
4893,12847,63S
4894,12849,44S
4895,12850,23G
4896,12851,1G
4897,12852,44S
4898,12853,20G
4899,12854,33G
4900,12859,45G
4901,12861,19P
4902,12864,19G
4903,12865,19G
4904,12866,52B
4905,12867,51S
4906,12869,19G
4907,12871,32S
4908,12872,19G
4909,12873,57B
4910,12874,19P
4911,12875,14G
4912,12877,0P
4913,12878,23G
4914,12880,20P
4915,12885,12P
4916,12886,1G
4917,12887,12G
4918,12888,48G
4919,12889,3G
4920,12891,63S
4921,12892,46G
4922,12893,28G
4923,12896,49G
4924,12897,52S
4925,12899,21P
4926,12900,60G
4927,12902,39G
4928,12904,51G
4929,12906,64G
4930,12907,52G
4931,12908,47G
4932,12909,19G
4933,12910,52S
4934,12911,39G
4935,12912,49G
4936,12913,58G
4937,12914,40G
4938,12915,20S
4939,12916,23G
4940,12919,51G
4941,12920,48P
4942,12924,31G
4943,12927,33S
4944,12928,60P
4945,12930,44P
4946,12931,33G
4947,12932,19P
4948,12933,51S
4949,12934,30G
4950,12935,56P
4951,12938,50G
4952,12944,65G
4953,12945,20G
4954,12946,42G
4955,12950,44P
4956,12966,33G
4957,12967,4P
4958,12968,4S
4959,12969,19G
4960,12970,30G
4961,12971,31S
4962,12972,39G
4963,12973,50P
4964,12975,19G
4965,12978,60G
4966,12979,31S
4967,12981,30S
4968,12982,15G
4969,12983,59G
4970,12987,23G
4971,12991,20G
4972,12993,31S
4973,12994,39G
4974,12996,19G
4975,13002,19G
4976,13003,48G
4977,13007,39P
4978,13008,58G
4979,13010,25G
4980,13012,3P
4981,13013,3G
4982,13015,2S
4983,13016,49P
4984,13018,56G
4985,13019,33S
4986,13021,52G
4987,13022,51S
4988,13023,9G
4989,13024,60P
4990,13025,56P
4991,13027,15G
4992,13029,19G
4993,13040,41B
4994,13046,3S
4995,13047,15S
4996,13056,19G
4997,13059,37P
4998,13063,55B
4999,13064,51B
5000,13065,1P
5001,13073,4B
5002,13074,48S
5003,13075,23G
5004,13076,39G
5005,13077,37S
5006,13079,19G
5007,13080,20P
5008,13082,51S
5009,13083,47G
5010,13085,6G
5011,13086,2G
5012,13093,32S
5013,13094,2S
5014,13099,48P
5015,13100,3G
5016,13103,67G
5017,13116,37S
5018,13118,2B
5019,13119,2S
5020,13124,14P
5021,13129,41B
5022,13132,38G
5023,13133,2S
5024,13135,4P
5025,13136,4B
5026,13140,31G
5027,13141,14P
5028,13143,52P
5029,13144,12G
5030,13146,13P
5031,13147,10G
5032,13150,4G
5033,13151,14G
5034,13153,4B
5035,13154,12G
5036,13155,52B
5037,13156,19G
5038,13157,58G
5039,13158,19G
5040,13160,5G
5041,13163,51B
5042,13164,15G
5043,13168,8G
5044,13170,30S
5045,13171,23S
5046,13172,23G
5047,13173,23G
5048,13183,52S
5049,13199,4G
5050,13201,48P
5051,13202,4G
5052,13204,31S
5053,13206,22G
5054,13211,61S
5055,13212,22S
5056,13213,1G
5057,13216,2B
5058,13217,15S
5059,13221,41B
5060,13222,4B
5061,13223,41B
5062,13224,2B
5063,13225,41B
5064,13226,39S
5065,13227,2B
5066,13228,4B
5067,13229,16S
5068,13230,33G
5069,13231,48G
5070,13232,14P
5071,13234,51B
5072,13235,51B
5073,13236,41B
5074,13237,49S
5075,13238,33S
5076,13239,48S
5077,13240,2B
5078,13241,65S
5079,13242,26S
5080,13243,2S
5081,13244,28G
5082,13245,52G
5083,13246,23G
5084,13247,52G
5085,13249,38G
5086,13250,48G
5087,13251,52S
5088,13252,19G
5089,13253,4G
5090,13254,49P
5091,13255,48G
5092,13256,4P
5093,13257,48G
5094,13258,19G
5095,13260,19P
5096,13264,3P
5097,13265,24G
5098,13268,2S
5099,13269,33G
5100,13270,48S
5101,13273,32G
5102,13274,54G
5103,13275,3P
5104,13276,3P
5105,13280,46B
5106,13281,54S
5107,13282,22G
5108,13283,19P
5109,13288,51B
5110,13290,58G
5111,13291,48P
5112,13294,39G
5113,13295,19G
5114,13297,3B
5115,13298,31B
5116,13300,55B
5117,13301,48S
5118,13302,19G
5119,13304,2B
5120,13305,33S
5121,13306,0P
5122,13308,44P
5123,13311,39B
5124,13312,56G
5125,13313,56G
5126,13314,14G
5127,13315,56P
5128,13316,56G
5129,13317,56G
5130,13319,39G
5131,13322,6B
5132,13325,60G
5133,13328,23P
5134,13330,19P
5135,13333,15B
5136,13334,5G
5137,13335,57S
5138,13343,65G
5139,13344,28P
5140,13345,4S
5141,13346,19G
5142,13347,48G
5143,13348,2S
5144,13349,58G
5145,13350,19G
5146,13351,24G
5147,13352,2P
5148,13356,11G
5149,13357,33S
5150,13359,52P
5151,13360,2S
5152,13363,4B
5153,13366,32B
5154,13371,55S
5155,13372,21P
5156,13377,52G
5157,13379,49S
5158,13380,23G
5159,13382,19S
5160,13386,37G
5161,13392,19G
5162,13397,20G
5163,13398,19G
5164,13399,54S
5165,13400,11S
5166,13401,15G
5167,13402,12G
5168,13410,31B
5169,13411,46S
5170,13412,65S
5171,13413,33S
5172,13414,17S
5173,13415,13G
5174,13416,41B
5175,13417,33S
5176,13418,14G
5177,13419,2B
5178,13420,32B
5179,13421,11G
5180,13422,12G
5181,13423,20S
5182,13424,58G
5183,13430,23P
5184,13433,11G
5185,13439,39P
5186,13450,55B
5187,13456,2B
5188,13458,4B
5189,13459,36G
5190,13460,36G
5191,13462,51B
5192,13463,1G
5193,13464,19G
5194,13465,58G
5195,13469,50S
5196,13472,31S
5197,13473,4S
5198,13475,15P
5199,13478,4S
5200,13481,16P
5201,13483,2B
5202,13484,4B
5203,13485,36G
5204,13486,14P
5205,13502,49G
5206,13506,3P
5207,13522,1S
5208,13528,4B
5209,13531,52G
5210,13532,4G
5211,13549,64G
5212,13552,12B
5213,13558,52G
5214,13560,30P
5215,13561,20P
5216,13565,24S
5217,13567,2S
5218,13578,2G
5219,13580,55B
5220,13583,31S
5221,13587,51B
5222,13593,41S
5223,13595,58G
5224,13597,2B
5225,13600,48S
5226,13604,2B
5227,13608,33B
5228,13610,31B
5229,13614,19P
5230,13618,23P
5231,13622,2B
5232,13623,2B
5233,13627,2B
5234,13629,4P
5235,13635,51S
5236,13638,55B
5237,13641,54B
5238,13645,2P
5239,13646,39P
5240,13650,18S
5241,13653,2S
5242,13654,5G
5243,13655,4B
5244,13658,51B
5245,13662,12S
5246,13666,14P
5247,13667,2B
5248,13670,41B
5249,13671,33S
5250,13672,2B
5251,13676,13S
5252,13677,13G
5253,13679,46G
5254,13680,6B
5255,13681,21P
5256,13682,11B
5257,13684,2B
5258,13686,48P
5259,13687,4B
5260,13690,41B
5261,13691,17G
5262,13698,2B
5263,13699,19S
5264,13700,1S
5265,13701,67G
5266,13702,20S
5267,13703,19G
5268,13706,4S
5269,13707,48G
5270,13710,16P
5271,13711,12G
5272,13712,4P
5273,13713,3P
5274,13717,55B
5275,13718,7S
5276,13719,6G
5277,13720,56P
5278,13723,22G
5279,13728,4P
5280,13731,14G
5281,13732,16S
5282,13733,11S
5283,13734,44P
5284,13737,4S
5285,13739,15G
5286,13741,19S
5287,13744,14P
5288,13746,1S
5289,13747,26G
5290,13748,3S
5291,13750,33S
5292,13751,69G
5293,13752,2B
5294,13754,33G
5295,13755,11S
5296,13766,4G
5297,13771,54B
5298,13772,51B
5299,13773,2B
5300,13774,51B
5301,13775,51B
5302,13776,51B
5303,13777,2B
5304,13778,2S
5305,13780,4G
5306,13787,36G
5307,13788,43P
5308,13797,55S
5309,13798,2S
5310,13807,2S
5311,13808,18G
5312,13809,55G
5313,13812,20P
5314,13814,48G
5315,13817,22S
5316,13841,19P
5317,13850,44G
5318,13858,51B
5319,13866,41B
5320,13868,45P
5321,13869,15S
5322,13871,2B
5323,13873,33P
5324,13875,4G
5325,13877,4B
5326,13878,32S
5327,13880,13S
5328,13884,15S
5329,13899,10G
5330,13900,4S
5331,13901,2S
5332,13902,19G
5333,13903,1S
5334,13904,5G
5335,13905,28G
5336,13907,58P
5337,13908,31S
5338,13909,39S
5339,13910,19S
5340,13911,58G
5341,13912,48G
5342,13913,1G
5343,13915,40S
5344,13930,55S
5345,13932,15S
5346,13933,20S
5347,13935,52S
5348,13936,1G
5349,13939,51B
5350,13941,43P
5351,13945,51S
5352,13947,12P
5353,13950,37G
5354,13955,4G
5355,13959,2S
5356,13960,48P
5357,13964,52G
5358,13967,29G
5359,13975,5G
5360,13976,23P
5361,13977,23G
5362,13978,26S
5363,13981,33G
5364,13984,54S
5365,13985,7B
5366,13986,2S
5367,13987,38B
5368,13989,3G
5369,13994,48G
5370,13996,0S
5371,14002,19G
5372,14003,20P
5373,14004,4B
5374,14005,6B
5375,14006,6S
5376,14007,2B
5377,14008,19S
5378,14009,19G
5379,14010,51S
5380,14011,15S
5381,14012,5S
5382,14013,41B
5383,14014,51G
5384,14035,35G
5385,14038,2B
5386,14039,2B
5387,14040,3B
5388,14041,2B
5389,14042,15S
5390,14043,51B
5391,14044,34P
5392,14046,4P
5393,14049,55P
5394,14065,4B
5395,14066,2G
5396,14067,19P
5397,14113,4S
5398,14121,51G
5399,14124,55B
5400,14135,4G
5401,14145,24G
5402,14146,39S
5403,14153,53G
5404,14154,2G
5405,14156,67G
5406,14157,11S
5407,14158,2G
5408,14161,52P
5409,14162,39S
5410,14165,19P
5411,14167,14G
5412,14168,19G
5413,14169,1G
5414,14170,20S
5415,14171,17S
5416,14172,1G
5417,14173,4B
5418,14174,51B
5419,14175,51B
5420,14182,4B
5421,14183,2B
5422,14184,54B
5423,14185,5G
5424,14188,48G
5425,14194,55B
5426,14204,6G
5427,14209,51B
5428,14210,51S
5429,14211,19P
5430,14215,4B
5431,14217,1G
5432,14218,24S
5433,14219,4B
5434,14220,9G
5435,14221,58G
5436,14222,33G
5437,14225,11S
5438,14226,1G
5439,14227,4P
5440,14231,19S
5441,14232,50G
5442,14233,15S
5443,14235,5S
5444,14238,19G
5445,14241,4S
5446,14244,37S
5447,14245,21P
5448,14246,12S
5449,14247,15S
5450,14248,24S
5451,14250,19G
5452,14251,19P
5453,14252,65P
5454,14254,3G
5455,14256,39G
5456,14257,52G
5457,14258,0G
5458,14262,2G
5459,14263,5P
5460,14264,4B
5461,14265,4G
5462,14266,15P
5463,14267,34G
5464,14269,15G
5465,14276,43P
5466,14277,4G
5467,14279,31G
5468,14280,4G
5469,14284,58G
5470,14285,58P
5471,14287,21P
5472,14289,23G
5473,14304,11S
5474,14324,59P
5475,14325,59P
5476,14326,4S
5477,14327,4S
5478,14351,58G
5479,14355,2S
5480,14356,9P
5481,14357,4S
5482,14359,2S
5483,14361,47S
5484,14363,33G
5485,14364,5G
5486,14367,11S
5487,14368,39G
5488,14369,3G
5489,14370,3G
5490,14373,69G
5491,14375,33S
5492,14376,33S
5493,14377,11S
5494,14378,52G
5495,14379,11S
5496,14380,9G
5497,14381,2S
5498,14382,2S
5499,14383,33S
5500,14384,33S
5501,14385,31S
5502,14386,39G
5503,14387,39S
5504,14391,67G
5505,14394,7S
5506,14395,1G
5507,14397,2S
5508,14400,62S
5509,14402,57S
5510,14405,3S
5511,14409,41B
5512,14410,62S
5513,14411,13G
5514,14412,28P
5515,14418,11B
5516,14419,21G
5517,14425,61S
5518,14426,3S
5519,14427,21G
5520,14428,21G
5521,14429,55B
5522,14430,19S
5523,14431,22G
5524,14434,20G
5525,14437,19G
5526,14438,21G
5527,14440,23S
5528,14442,1G
5529,14444,3P
5530,14445,4S
5531,14449,21P
5532,14450,19G
5533,14451,1P
5534,14452,5G
5535,14453,19S
5536,14454,53G
5537,14455,54S
5538,14456,11B
5539,14457,33B
5540,14459,21P
5541,14461,58G
5542,14462,19G
5543,14463,21P
5544,14464,5G
5545,14465,63S
5546,14466,1G
5547,14467,2S
5548,14468,51S
5549,14469,15S
5550,14470,41B
5551,14471,41B
5552,14472,51S
5553,14473,43P
5554,14474,9G
5555,14476,65G
5556,14478,33S
5557,14480,4G
5558,14481,29G
5559,14483,11G
5560,14484,12G
5561,14485,54S
5562,14486,46P
5563,14487,33B
5564,14488,4G
5565,14489,41B
5566,14490,65S
5567,14491,55B
5568,14492,55S
5569,14493,41S
5570,14494,19S
5571,14495,19S
5572,14496,1S
5573,14497,58G
5574,14499,2G
5575,14500,11G
5576,14501,11S
5577,14502,1G
5578,14503,2G
5579,14505,19G
5580,14515,33S
5581,14517,19P
5582,14526,13G
5583,14527,15G
5584,14528,3S
5585,14529,36G
5586,14530,55B
5587,14531,51B
5588,14532,11G
5589,14534,54S
5590,14535,2B
5591,14539,2B
5592,14540,13S
5593,14541,41B
5594,14542,41B
5595,14543,7S
5596,14544,61B
5597,14545,52B
5598,14546,24S
5599,14547,2B
5600,14549,47G
5601,14550,19G
5602,14551,52B
5603,14552,11G
5604,14553,19G
5605,14554,58G
5606,14556,48G
5607,14557,4S
5608,14561,4B
5609,14562,1S
5610,14563,55B
5611,14564,41S
5612,14565,39G
5613,14566,54S
5614,14567,44G
5615,14568,31B
5616,14569,67S
5617,14570,49G
5618,14571,52P
5619,14572,15P
5620,14573,48G
5621,14574,9P
5622,14575,20S
5623,14578,48G
5624,14579,4B
5625,14581,2B
5626,14582,2S
5627,14583,4G
5628,14584,51S
5629,14585,19S
5630,14586,19G
5631,14588,14G
5632,14590,9G
5633,14592,2B
5634,14593,2B
5635,14594,2S
5636,14595,0G
5637,14596,19G
5638,14597,19G
5639,14600,53G
5640,14601,53G
5641,14602,54S
5642,14604,11G
5643,14606,48S
5644,14607,48S
5645,14608,55S
5646,14609,4S
5647,14610,19G
5648,14612,54S
5649,14613,38S
5650,14614,4B
5651,14615,24G
5652,14618,58G
5653,14619,19G
5654,14620,11S
5655,14621,14G
5656,14622,22G
5657,14623,55B
5658,14624,2B
5659,14625,2B
5660,14626,41B
5661,14627,20S
5662,14628,19G
5663,14629,47S
5664,14630,58G
5665,14632,2P
5666,14637,20G
5667,14638,19G
5668,14641,9G
5669,14646,2S
5670,14647,2B
5671,14648,2B
5672,14649,2B
5673,14650,31S
5674,14651,48S
5675,14653,51S
5676,14654,2S
5677,14655,33B
5678,14656,2B
5679,14657,49G
5680,14658,11G
5681,14659,33B
5682,14670,2S
5683,14671,4S
5684,14673,66G
5685,14674,62S
5686,14675,37G
5687,14676,14G
5688,14677,1G
5689,14678,49G
5690,14679,36P
5691,14680,55S
5692,14681,55B
5693,14682,41B
5694,14683,41B
5695,14684,11S
5696,14685,11G
5697,14686,4B
5698,14687,54S
5699,14690,2G
5700,14696,2B
5701,14697,31B
5702,14698,5G
5703,14699,44G
5704,14705,1P
5705,14706,19G
5706,14709,6S
5707,14710,4B
5708,14711,51G
5709,14712,47S
5710,14713,18S
5711,14714,1G
5712,14715,4S
5713,14716,24S
5714,14717,2S
5715,14718,11G
5716,14719,2G
5717,14720,33B
5718,14721,11S
5719,14722,19G
5720,14723,55B
5721,14724,2B
5722,14725,37G
5723,14726,41B
5724,14727,13P
5725,14728,19G
5726,14729,15S
5727,14730,4B
5728,14731,23S
5729,14732,2S
5730,14733,21P
5731,14736,4B
5732,14739,19G
5733,14740,16G
5734,14743,20G
5735,14744,1P
5736,14746,46G
5737,14753,46S
5738,14754,33S
5739,14760,51S
5740,14761,41B
5741,14762,52S
5742,14763,15S
5743,14765,4G
5744,14769,15S
5745,14777,11S
5746,14778,15P
5747,14779,0G
5748,14780,15S
5749,14781,1G
5750,14782,31B
5751,14783,57S
5752,14784,22G
5753,14785,15G
5754,14786,4G
5755,14788,33S
5756,14789,33S
5757,14790,31B
5758,14791,30S
5759,14792,2B
5760,14793,5G
5761,14794,45G
5762,14795,56G
5763,14797,47S
5764,14798,56G
5765,14799,11G
5766,14800,33P
5767,14803,41B
5768,14804,41B
5769,14805,56S
5770,14806,56G
5771,14807,44G
5772,14808,14G
5773,14809,11S
5774,14810,15G
5775,14811,11S
5776,14812,15G
5777,14815,27S
5778,14816,27S
5779,14818,33P
5780,14820,14P
5781,14825,11G
5782,14842,4B
5783,14843,41B
5784,14846,19G
5785,14847,52P
5786,14848,11G
5787,14852,19G
5788,14856,4S
5789,14860,22P
5790,14863,19G
5791,14864,4G
5792,14865,18G
5793,14867,64G
5794,14868,28P
5795,14881,65G
5796,14888,47S
5797,14889,47S
5798,14890,2G
5799,14891,2G
5800,14905,22G
5801,14906,3G
5802,14907,9G
5803,14908,15G
5804,14909,2B
5805,14910,2B
5806,14911,40S
5807,14912,55S
5808,14913,4B
5809,14914,31B
5810,14915,7B
5811,14916,48S
5812,14919,62S
5813,14920,41B
5814,14921,46G
5815,14922,30G
5816,14923,1G
5817,14924,4B
5818,14925,19G
5819,14926,9S
5820,14927,67P
5821,14929,4S
5822,14930,54S
5823,14931,31S
5824,14935,55B
5825,14936,67S
5826,14938,58G
5827,14939,67P
5828,14940,1G
5829,14941,22G
5830,14942,35P
5831,14943,33G
5832,14944,16P
5833,14945,19G
5834,14947,36G
5835,14948,1G
5836,14949,48P
5837,14950,14G
5838,14952,11G
5839,14953,44G
5840,14954,41B
5841,14956,53G
5842,14957,12G
5843,14961,56P
5844,14963,2B
5845,14964,2S
5846,14965,26G
5847,14969,11B
5848,14970,51S
5849,14971,11S
5850,14972,47P
5851,14973,51P
5852,14974,6P
5853,14988,33G
5854,14989,19P
5855,14990,10G
5856,14991,55B
5857,14992,4G
5858,14995,15S
5859,14997,43P
5860,15000,51B
5861,15001,4B
5862,15003,12S
5863,15006,58G
5864,15008,15B
5865,15011,12G
5866,15014,48P
5867,15015,20G
5868,15017,54S
5869,15019,68P
5870,15020,58G
5871,15024,68G
5872,15025,55B
5873,15026,20P
5874,15027,11G
5875,15029,51B
5876,15031,33G
5877,15032,48G
5878,15033,33G
5879,15035,41B
5880,15036,4B
5881,15038,25P
5882,15044,54S
5883,15047,49G
5884,15048,12B
5885,15051,41B
5886,15054,2S
5887,15056,19G
5888,15057,21P
5889,15059,55B
5890,15061,4P
5891,15065,2S
5892,15067,22S
5893,15068,4S
5894,15071,51S
5895,15079,4B
5896,15080,41B
5897,15082,12S
5898,15087,51S
5899,15088,18S
5900,15089,9P
5901,15091,19G
5902,15092,24S
5903,15094,2G
5904,15095,2B
5905,15096,41B
5906,15098,69B
5907,15099,36G
5908,15100,3G
5909,15101,24G
5910,15104,3B
5911,15106,39P
5912,15108,4G
5913,15110,1P
5914,15113,19G
5915,15114,19P
5916,15115,31B
5917,15117,2B
5918,15118,4S
5919,15119,16S
5920,15120,30S
5921,15121,55B
5922,15122,55B
5923,15123,19P
5924,15125,5G
5925,15126,11P
5926,15127,19G
5927,15128,4B
5928,15129,54B
5929,15130,55B
5930,15131,48S
5931,15132,7S
5932,15133,11G
5933,15139,12S
5934,15141,39S
5935,15142,25G
5936,15143,3G
5937,15151,4B
5938,15155,2B
5939,15157,55S
5940,15161,2B
5941,15165,0G
5942,15167,55S
5943,15168,9P
5944,15172,11P
5945,15175,21P
5946,15177,51B
5947,15178,2B
5948,15180,2B
5949,15181,51B
5950,15182,2B
5951,15183,2S
5952,15184,51B
5953,15203,14P
5954,15204,62P
5955,15218,48G
5956,15222,4P
5957,15224,53G
5958,15225,14P
5959,15226,4B
5960,15228,4B
5961,15232,2B
5962,15233,61S
5963,15234,31B
5964,15235,57S
5965,15236,4B
5966,15237,40S
5967,15238,51B
5968,15239,51B
5969,15240,24S
5970,15241,19S
5971,15242,68S
5972,15243,19S
5973,15244,16S
5974,15247,15P
5975,15252,2B
5976,15258,2S
5977,15263,39P
5978,15265,51G
5979,15267,48G
5980,15270,66S
5981,15272,51B
5982,15276,11S
5983,15279,4B
5984,15282,15S
5985,15284,11G
5986,15285,1P
5987,15287,2S
5988,15295,4B
5989,15296,4B
5990,15303,47G
5991,15311,4P
5992,15312,51B
5993,15317,20G
5994,15318,4P
5995,15319,4S
5996,15321,19G
5997,15322,4B
5998,15323,61S
5999,15324,16P
6000,15329,19S
6001,15330,31G
6002,15331,30G
6003,15335,6P
6004,15340,41B
6005,15341,41B
6006,15351,51B
6007,15353,7S
6008,15354,2B
6009,15355,16S
6010,15360,33S
6011,15361,11S
6012,15366,54B
6013,15367,2S
6014,15368,60G
6015,15369,15P
6016,15372,4B
6017,15378,19G
6018,15387,2S
6019,15393,19G
6020,15398,33P
6021,15399,15S
6022,15403,33P
6023,15406,51B
6024,15410,40S
6025,15414,44G
6026,15415,4B
6027,15419,55S
6028,15421,26P
6029,15422,58G
6030,15423,19G
6031,15425,60P
6032,15426,2S
6033,15427,25S
6034,15428,2S
6035,15429,11B
6036,15430,51S
6037,15431,15G
6038,15432,4S
6039,15433,15G
6040,15436,52S
6041,15440,7P
6042,15444,51B
6043,15449,11B
6044,15458,60G
6045,15459,20P
6046,15460,55S
6047,15461,40P
6048,15462,14G
6049,15463,55B
6050,15464,2S
6051,15465,54S
6052,15466,2B
6053,15467,2B
6054,15469,13S
6055,15470,4P
6056,15474,4B
6057,15475,2B
6058,15476,31B
6059,15482,51G
6060,15483,19G
6061,15485,19G
6062,15486,19S
6063,15487,19G
6064,15488,48S
6065,15489,48S
6066,15490,12P
6067,15494,31B
6068,15495,14G
6069,15497,19P
6070,15498,31P
6071,15500,13S
6072,15501,57S
6073,15502,0G
6074,15508,0G
6075,15509,0G
6076,15510,11S
6077,15511,35G
6078,15512,15G
6079,15513,15G
6080,15516,2S
6081,15517,21P
6082,15518,55B
6083,15519,18G
6084,15520,22G
6085,15523,10P
6086,15529,11B
6087,15530,1G
6088,15532,4G
6089,15533,12P
6090,15540,22G
6091,15545,11G
6092,15549,6S
6093,15550,6G
6094,15551,12G
6095,15552,41B
6096,15553,15G
6097,15554,16P
6098,15558,1S
6099,15559,35G
6100,15560,48G
6101,15562,44G
6102,15563,26S
6103,15565,12S
6104,15566,47S
6105,15569,19G
6106,15570,23G
6107,15571,19G
6108,15573,10G
6109,15574,19G
6110,15575,19G
6111,15577,5S
6112,15578,55S
6113,15586,0P
6114,15587,49P
6115,15588,48P
6116,15590,33G
6117,15591,1G
6118,15592,2B
6119,15593,11B
6120,15594,15S
6121,15595,2S
6122,15596,41B
6123,15600,12B
6124,15602,61S
6125,15605,20P
6126,15606,31S
6127,15609,52G
6128,15610,4B
6129,15612,55B
6130,15624,48S
6131,15625,9G
6132,15629,2B
6133,15632,20P
6134,15633,31B
6135,15634,33P
6136,15640,56P
6137,15644,36G
6138,15645,19S
6139,15647,34P
6140,15648,21P
6141,15649,47S
6142,15650,47S
6143,15651,47S
6144,15652,47S
6145,15653,36G
6146,15654,47S
6147,15655,47S
6148,15656,47S
6149,15657,47S
6150,15658,47S
6151,15659,13G
6152,15660,2G
6153,15661,11S
6154,15662,2S
6155,15663,47S
6156,15664,47S
6157,15665,47S
6158,15666,47S
6159,15667,4B
6160,15668,31G
6161,15669,34P
6162,15670,4G
6163,15671,2S
6164,15673,19G
6165,15678,21P
6166,15680,2B
6167,15681,34G
6168,15683,2G
6169,15684,47G
6170,15685,2G
6171,15686,11G
6172,15687,2S
6173,15688,15S
6174,15690,8P
6175,15694,11P
6176,15700,4B
6177,15701,39B
6178,15702,54S
6179,15703,15G
6180,15704,58G
6181,15705,3S
6182,15708,5P
6183,15709,58P
6184,15710,23G
6185,15711,22G
6186,15712,23G
6187,15717,23G
6188,15719,55B
6189,15720,15S
6190,15721,2B
6191,15722,2B
6192,15723,14G
6193,15724,19S
6194,15725,7S
6195,15726,4B
6196,15728,11S
6197,15729,33S
6198,15730,36G
6199,15731,19P
6200,15732,20G
6201,15734,41B
6202,15735,4S
6203,15736,39S
6204,15738,2S
6205,15739,2S
6206,15745,0P
6207,15746,60P
6208,15747,19P
6209,15748,15G
6210,15749,19G
6211,15750,4P
6212,15751,41B
6213,15752,14G
6214,15753,2S
6215,15758,14P
6216,15760,15G
6217,15761,15S
6218,15763,11S
6219,15764,33G
6220,15765,8G
6221,15769,56P
6222,15770,19G
6223,15772,17G
6224,15778,2P
6225,15779,11S
6226,15780,4B
6227,15781,41B
6228,15783,14P
6229,15784,2B
6230,15786,51B
6231,15787,2S
6232,15788,2S
6233,15789,28G
6234,15791,39G
6235,15792,41B
6236,15794,46S
6237,15803,4S
6238,15805,49S
6239,15806,1G
6240,15807,19P
6241,15808,58P
6242,15809,0G
6243,15810,20S
6244,15811,7G
6245,15812,10S
6246,15813,51B
6247,15814,51B
6248,15815,13S
6249,15816,21P
6250,15817,19S
6251,15818,4B
6252,15819,3B
6253,15820,2B
6254,15821,46S
6255,15822,19G
6256,15823,20G
6257,15824,52G
6258,15827,55P
6259,15828,57S
6260,15829,3B
6261,15830,55B
6262,15831,12G
6263,15832,57S
6264,15834,19S
6265,15836,55B
6266,15837,4S
6267,15841,55B
6268,15845,2B
6269,15847,2P
6270,15848,5P
6271,15850,48P
6272,15854,33G
6273,15858,4B
6274,15860,12S
6275,15862,20G
6276,15866,43P
6277,15873,4B
6278,15874,51B
6279,15876,4S
6280,15877,12G
6281,15881,33B
6282,15882,19G
6283,15883,55G
6284,15885,4B
6285,15886,68S
6286,15887,54S
6287,15888,31S
6288,15889,15S
6289,15897,39G
6290,15898,11G
6291,15900,49S
6292,15903,5S
6293,15904,33S
6294,15905,54S
6295,15906,58G
6296,15907,22P
6297,15910,19G
6298,15911,4P
6299,15912,19G
6300,15916,4G
6301,15917,55B
6302,15918,47G
6303,15919,19G
6304,15920,2B
6305,15921,4B
6306,15923,55B
6307,15924,19G
6308,15925,2S
6309,15926,13G
6310,15927,3G
6311,15933,14P
6312,15938,19G
6313,15942,9G
6314,15947,2B
6315,15949,10P
6316,15953,41B
6317,15954,31S
6318,15961,63G
6319,15963,2B
6320,15965,22S
6321,15966,19S
6322,15967,21P
