,pId,category
9431,24617,9P
9432,24620,11G
9433,24621,5G
9434,24622,51S
9435,24623,4B
9436,24624,41S
9437,24625,55S
9438,24628,31S
9439,24638,32B
9440,24652,56P
9441,24653,40S
9442,24654,56G
9443,24656,12P
9444,24677,0P
9445,24678,12G
9446,24723,4B
9447,24724,2B
9448,24725,51S
9449,24726,4G
9450,24727,56G
9451,24728,2G
9452,24729,6G
9453,24730,4P
9454,24731,23G
9455,24732,13P
9456,24739,65S
9457,24742,48S
9458,24743,67S
9459,24745,51B
9460,24746,31B
9461,24747,2B
9462,24748,51G
9463,24750,31B
9464,24751,4B
9465,24753,33S
9466,24754,17S
9467,24755,15S
9468,24756,60P
9469,24757,48G
9470,24758,50G
9471,24759,16S
9472,24762,42G
9473,24763,5P
9474,24764,51G
9475,24765,2B
9476,24766,27S
9477,24767,11B
9478,24768,2B
9479,24769,51B
9480,24770,55B
9481,24771,61S
9482,24772,4S
9483,24773,24G
9484,24774,29G
9485,24775,4B
9486,24776,61S
9487,24777,11S
9488,24778,1G
9489,24779,12G
9490,24780,49S
9491,24781,48G
9492,24782,14G
9493,24783,4B
9494,24784,2S
9495,24785,2S
9496,24786,31S
9497,24788,12G
9498,24789,14B
9499,24790,58G
9500,24791,47G
9501,24792,14P
9502,24793,61S
9503,24794,52G
9504,24795,2B
9505,24797,64G
9506,24798,30B
9507,24800,2S
9508,24802,31G
9509,24803,41B
9510,24805,41B
9511,24807,31B
9512,24809,2B
9513,24811,2S
9514,24813,18S
9515,24815,2S
9516,24817,61S
9517,24818,16B
9518,24819,1S
9519,24820,51B
9520,24822,11S
9521,24825,20G
9522,24826,13G
9523,24827,31G
9524,24828,31G
9525,24830,41B
9526,24831,4B
9527,24832,3S
9528,24833,2G
9529,24834,33G
9530,24835,37P
9531,24839,3S
9532,24840,30S
9533,24841,43P
9534,24843,56B
9535,24844,4G
9536,24846,58G
9537,24847,51S
9538,24850,65G
9539,24851,15S
9540,24852,31S
9541,24853,4G
9542,24855,15B
9543,24860,52B
9544,24867,4B
9545,24871,41B
9546,24872,31S
9547,24883,2B
9548,24884,2G
9549,24885,2G
9550,24886,33G
9551,24887,19G
9552,24888,44G
9553,24891,47S
9554,24892,39G
9555,24893,20G
9556,24912,56S
9557,24913,41S
9558,24914,26G
9559,24919,4S
9560,24923,51B
9561,24924,39B
9562,24927,55B
9563,24928,51B
9564,24929,18S
9565,24930,52S
9566,24933,4S
9567,24935,49S
9568,24936,55S
9569,24937,3B
9570,24938,33S
9571,24939,55S
9572,24940,19G
